"Source","ProjectName","McCC","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NATTR","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","DD","DDD","nbugs","bug"
"GitHub","hazelcast-3.3",3,0,0,0,0,0,0,0,0,1,1,1,4,2,1,1,2,4,0,0,0,0,0,2,0,0,2,2,0,0,1,13,15,7,1,0,0,2,0,1,0,12,5,0,8,0,13,15,7,1,0,0,2,0,1,0,12,5,0,8,0,1,0.0769230769230769,0,"clean"
"GitHub","hazelcast-3.3",11,0,0,0,0,0,0,0,0,2,3,3,14,9,1,2,14,18,0,0,0,0,0,4,0,0,2,2,0,0,1,62,74,9,1,3,1,4,0,3,0,9,33,0,5,0,62,74,9,1,3,1,4,0,3,0,9,33,0,5,0,16,0.258064516129032,7,"bug"
"GitHub","hazelcast-3.3",15,0.184028,1,4,1,0.133929,0.176471,15,15,1,3,3,22,7,1,4,11,19,0.166667,0.114583,11,1,1,5,0.114583,11,2,2,0,0,1,85,112,12,1,6,1,8,0,5,0,13,41,0,7,0,85,112,12,1,6,1,8,0,5,0,13,41,0,7,0,17,0.2,0,"clean"
"GitHub","hazelcast-3.3",243,0.760724,38,277,48,0.601662,0.688537,941,913,1,80,3,344,31,2,1,91,197,0.0454545,0.0429119,56,22,1,21,0.0494624,69,1,3,0,0,3,1249,1469,17,7,17,7,106,0,21,1,106,862,0,21,1,1326,1564,25,9,25,8,118,0,32,3,120,886,0,34,4,689,0.519607843137255,0,"clean"
"GitHub","hazelcast-3.3",35,0,0,0,0,0,0,0,0,1,2,2,33,21,9,12,27,37,0.142857,0.0258065,4,3,1,6,0.0329218,8,0,0,0,0,0,151,171,19,1,19,1,10,3,6,0,10,77,3,6,0,235,266,27,2,27,2,19,6,12,0,19,116,6,12,0,75,0.319148936170213,4,"bug"
"GitHub","hazelcast-3.3",8,0.177778,1,4,2,0.142857,0.170543,22,22,2,1,1,25,19,2,9,24,44,0.0588235,0.0252101,3,3,1,16,0.0227273,3,2,3,2,2,2,116,139,5,7,1,1,20,0,16,0,42,66,0,23,1,129,154,5,7,1,1,22,0,18,0,44,72,0,25,1,62,0.48062015503876,4,"bug"
"GitHub","hazelcast-3.3",2,0,0,0,0,0,0,0,0,2,1,1,19,15,1,0,13,31,0.0625,0.0326087,3,3,1,15,0.0326087,3,2,3,0,0,2,89,108,6,11,2,5,18,0,15,0,40,33,0,22,1,89,108,6,11,2,5,18,0,15,0,40,33,0,22,1,42,0.471910112359551,2,"bug"
"GitHub","hazelcast-3.3",2,0,0,0,0,0,0,0,0,2,1,1,18,16,1,0,14,31,0,0,0,0,0,15,0,0,2,3,0,0,2,77,96,6,9,2,3,17,0,14,1,39,24,0,21,2,77,96,6,9,2,3,17,0,14,1,39,24,0,21,2,36,0.467532467532468,2,"bug"
"GitHub","hazelcast-3.3",2,0,0,0,0,0,0,0,0,1,0,0,7,5,1,1,4,10,0.142857,0.1,3,3,1,6,0.1,3,1,1,0,0,1,27,34,1,3,1,3,6,0,6,0,6,7,0,6,0,27,34,1,3,1,3,6,0,6,0,6,7,0,6,0,5,0.185185185185185,0,"clean"
"GitHub","hazelcast-3.3",2,0,0,0,0,0,0,0,0,2,1,1,14,14,1,1,12,25,0,0.0135135,1,0,0,9,0.0135135,1,2,3,0,0,2,73,94,8,6,4,0,13,0,8,0,35,31,0,15,1,73,94,8,6,4,0,13,0,8,0,35,31,0,15,1,32,0.438356164383562,2,"bug"
"GitHub","hazelcast-3.3",3,0,0,0,0,0,0,0,0,2,1,1,12,8,1,0,8,18,0.142857,0.0652174,3,3,1,6,0.0652174,3,2,3,0,0,2,43,54,5,9,1,3,10,0,6,0,32,18,0,13,1,43,54,5,9,1,3,10,0,6,0,32,18,0,13,1,20,0.465116279069767,2,"bug"
"GitHub","hazelcast-3.3",34,0.0272829,1,4,1,0.0189036,0.0226244,10,10,8,2,2,93,29,1,0,36,97,0.162791,0.0215827,9,9,7,36,0.0199557,9,2,3,0,0,2,408,487,8,12,4,6,61,0,42,0,83,210,0,49,1,442,529,13,12,9,6,67,0,46,0,89,222,0,53,1,263,0.595022624434389,5,"bug"
"GitHub","hazelcast-3.3",5,0.585492,2,6,2,0.46875,0.54902,30,28,2,2,2,9,4,1,1,5,10,0.2,0.0555556,3,3,1,4,0.0555556,3,2,3,0,0,2,51,64,9,6,5,0,5,0,4,0,27,27,0,11,1,51,64,9,6,5,0,5,0,4,0,27,27,0,11,1,21,0.411764705882353,2,"bug"
"GitHub","hazelcast-3.3",3,0,0,0,0,0,0,0,0,1,1,1,15,12,1,0,14,27,0.0769231,0.0416667,3,3,1,12,0.0416667,3,3,5,0,0,2,69,82,5,7,0,0,13,0,12,0,55,38,0,35,1,69,82,5,7,0,0,13,0,12,0,55,38,0,35,1,40,0.579710144927536,2,"bug"
"GitHub","hazelcast-3.3",4,0,0,0,0,0,0,0,0,4,1,1,23,13,2,0,15,35,0.0588235,0.0344828,3,3,1,16,0.0344828,3,2,3,0,0,2,84,105,5,11,1,5,20,0,16,0,42,35,0,23,1,84,105,5,11,1,5,20,0,16,0,42,35,0,23,1,27,0.321428571428571,5,"bug"
"GitHub","hazelcast-3.3",67,0.160505,6,34,10,0.125304,0.136364,103,99,7,3,3,131,73,3,0,93,164,0.0153846,0.0057971,4,3,1,64,0.00547945,4,3,4,0,0,2,686,778,7,11,3,5,71,0,64,0,93,396,0,71,1,726,822,7,11,3,5,75,0,68,0,97,416,0,75,1,451,0.621212121212121,7,"bug"
"GitHub","hazelcast-3.3",11,0,0,0,0,0,0,0,0,2,1,1,8,12,5,2,6,12,0,0.159091,7,7,0,5,0.0404624,7,2,3,0,0,2,37,56,5,7,1,1,6,0,4,0,28,14,0,11,1,166,209,28,16,7,8,23,0,17,1,68,62,0,36,4,46,0.27710843373494,2,"bug"
"GitHub","hazelcast-3.3",14,0.0951351,3,17,3,0.0756972,0.087963,19,19,5,1,1,40,27,2,0,32,64,0.0344828,0.0159574,3,3,1,28,0.0136986,3,3,4,0,0,2,185,218,5,8,1,2,32,0,28,0,54,107,0,35,1,216,251,5,8,1,2,34,0,30,0,56,125,0,37,1,157,0.726851851851852,4,"bug"
"GitHub","hazelcast-3.3",13,0,0,0,0,0,0,0,0,3,1,1,44,26,2,0,27,61,0.0645161,0.0646766,13,13,2,29,0.0607477,13,3,5,0,0,2,188,233,5,8,1,2,34,0,30,0,56,103,0,37,1,201,248,5,8,1,2,36,0,32,0,58,109,0,39,1,114,0.567164179104478,9,"bug"
"GitHub","hazelcast-3.3",12,0.0787879,2,11,2,0.0816327,0.0958084,16,16,2,3,3,31,30,1,0,31,55,0.0454545,0.0410959,6,6,1,21,0.0346821,6,2,3,0,0,2,140,167,6,6,2,0,24,0,21,0,46,53,0,28,1,167,196,6,6,2,0,26,0,23,0,48,68,0,30,1,55,0.329341317365269,2,"bug"
"GitHub","hazelcast-3.3",4,0,0,0,0,0,0,0,0,3,1,1,21,12,1,0,12,30,0.0625,0.0340909,3,3,1,15,0.0340909,3,2,3,0,0,2,85,104,6,7,2,1,18,0,15,0,40,40,0,22,1,85,104,6,7,2,1,18,0,15,0,40,40,0,22,1,43,0.505882352941176,2,"bug"
"GitHub","hazelcast-3.3",1,0,0,0,0,0,0,0,0,1,0,0,2,3,1,0,2,4,0.333333,0.25,3,3,1,2,0.25,3,3,5,0,0,2,9,12,5,7,0,0,2,0,2,0,44,2,0,25,1,9,12,5,7,0,0,2,0,2,0,44,2,0,25,1,3,0.333333333333333,2,"bug"
"GitHub","hazelcast-3.3",2,0,0,0,0,0,0,0,0,3,1,1,10,13,2,0,11,20,0.142857,0.0588235,3,3,1,6,0.047619,3,2,3,0,0,2,48,59,6,8,2,2,9,0,6,0,31,17,0,13,1,60,74,6,8,2,2,11,0,8,0,33,23,0,15,1,24,0.4,3,"bug"
"GitHub","hazelcast-3.3",2,0,0,0,0,0,0,0,0,3,1,1,7,4,1,1,3,9,0.142857,0.0810811,3,3,1,6,0.0810811,3,1,1,0,0,1,34,41,2,2,2,2,6,0,6,0,6,14,0,6,0,34,41,2,2,2,2,6,0,6,0,6,14,0,6,0,13,0.382352941176471,0,"clean"
"GitHub","hazelcast-3.3",1,0,0,0,0,0,0,0,0,1,0,0,8,9,21,57,9,17,0.125,0.0714286,3,3,1,7,0.0714286,3,0,0,0,0,0,39,54,7,6,7,6,8,0,7,0,8,14,0,7,0,39,54,7,6,7,6,8,0,7,0,8,14,0,7,0,7,0.179487179487179,3,"bug"
"GitHub","hazelcast-3.3",14,0.118026,2,9,2,0.0914634,0.0970149,15,13,3,1,1,36,14,35,217,15,38,0.125,0.0218978,3,3,1,7,0.0218978,3,1,1,15,17,1,134,164,4,6,4,6,23,0,7,1,23,63,0,7,1,134,164,4,6,4,6,23,0,7,1,23,63,0,7,1,49,0.365671641791045,7,"bug"
"GitHub","hazelcast-3.3",26,0.0502283,1,5,1,0.0700935,0.0802139,15,15,2,3,3,27,53,5,10,28,40,0.0909091,0.0378788,5,4,1,10,0.0260417,5,0,0,0,0,0,127,147,5,2,5,2,12,0,10,0,12,75,0,10,0,187,214,6,2,6,2,18,0,14,0,18,107,0,14,0,75,0.401069518716578,5,"bug"
"GitHub","hazelcast-3.3",40,0.0607662,1,5,1,0.0534979,0.0640394,13,13,3,4,4,53,20,7,12,16,34,0,0,0,0,0,15,0,0,1,2,0,0,2,168,205,12,3,12,3,18,3,14,2,18,88,3,14,2,203,243,14,3,14,3,22,3,16,2,22,101,3,16,2,70,0.344827586206897,7,"bug"
"GitHub","hazelcast-3.3",59,0.0410448,1,4,1,0.0331633,0.037464,13,13,2,4,4,49,29,6,13,40,60,0.0714286,0.0335196,6,3,1,13,0.019774,7,1,1,0,0,1,173,202,7,10,7,10,20,0,13,0,20,96,0,13,0,347,392,10,11,10,11,33,0,17,0,33,202,0,17,0,128,0.368876080691643,5,"bug"
"GitHub","hazelcast-3.3",2,0.233533,1,2,2,0.186916,0.217391,20,20,1,1,1,12,7,7,7,5,16,0.0833333,0.0394737,3,3,1,11,0.0315789,3,1,1,0,0,1,73,88,4,1,4,1,11,0,11,0,11,23,0,11,0,92,107,4,1,4,1,16,0,16,0,16,32,0,16,0,44,0.478260869565217,2,"bug"
"GitHub","hazelcast-3.3",7,0,0,0,0,0,0,0,0,2,1,1,27,15,11,14,24,45,0.0625,0.0168067,2,2,1,15,0.0168067,2,1,1,0,0,1,117,147,5,0,5,0,21,0,15,0,21,59,0,15,0,117,147,5,0,5,0,21,0,15,0,21,59,0,15,0,65,0.555555555555556,2,"bug"
"GitHub","hazelcast-3.3",14,0,0,0,0,0,0,0,0,1,2,2,21,16,5,8,17,29,0.1,0.0333333,3,3,1,9,0.0230769,3,1,1,0,0,1,87,106,7,7,7,7,12,0,9,0,12,40,0,9,0,127,151,8,9,8,9,17,0,13,0,17,58,0,13,0,45,0.354330708661417,2,"bug"
"GitHub","hazelcast-3.3",11,0.1566,1,5,1,0.140625,0.163636,18,18,2,2,2,23,18,3,13,18,31,0.0769231,0.0265487,3,3,1,12,0.0265487,3,0,0,0,0,0,110,128,3,2,3,2,13,0,12,0,13,59,0,12,0,110,128,3,2,3,2,13,0,12,0,13,59,0,12,0,34,0.309090909090909,2,"bug"
"GitHub","hazelcast-3.3",15,0.11588,4,17,4,0.131034,0.134454,19,16,1,6,2,26,29,9,6,19,35,0.0588235,0.0322581,3,3,1,16,0.0245902,3,2,2,0,0,1,90,110,6,11,6,11,16,0,16,0,16,41,0,16,0,119,145,8,11,8,11,19,0,18,0,19,56,0,18,0,54,0.453781512605042,2,"bug"
"GitHub","hazelcast-3.3",19,0,0,0,0,0,0,0,0,1,2,2,32,17,3,14,15,29,0.2,0.0583942,8,3,1,4,0.0583942,8,0,0,0,0,0,129,152,9,4,9,4,14,0,4,1,14,67,0,4,1,129,152,9,4,9,4,14,0,4,1,14,67,0,4,1,32,0.248062015503876,2,"bug"
"GitHub","hazelcast-3.3",30,0.111565,1,6,2,0.0941704,0.102041,21,20,2,2,2,45,9,1,1,17,33,0.0769231,0.029703,6,4,1,12,0.029703,6,0,0,0,0,0,196,223,5,3,5,3,16,0,12,1,16,109,0,12,1,196,223,5,3,5,3,16,0,12,1,16,109,0,12,1,65,0.331632653061224,4,"bug"
"GitHub","hazelcast-3.3",2,0,0,0,0,0,0,0,0,2,1,1,5,2,2,8,2,6,0.5,0.166667,3,3,1,1,0.166667,3,3,3,2,2,1,15,19,2,4,0,1,4,0,1,0,12,4,0,5,0,15,19,2,4,0,1,4,0,1,0,12,4,0,5,0,3,0.2,0,"clean"
"GitHub","hazelcast-3.3",1,0,0,0,0,0,0,0,0,1,0,0,5,9,1,1,8,13,0.166667,0.1,3,3,1,5,0.1,3,4,5,0,0,2,27,33,2,4,0,1,5,0,5,0,16,15,0,9,0,27,33,2,4,0,1,5,0,5,0,16,15,0,9,0,14,0.518518518518518,0,"clean"
"GitHub","hazelcast-3.3",7,0.422629,2,10,4,0.326797,0.384615,50,50,2,1,1,28,10,1,1,13,35,0.0454545,0.0225564,3,3,1,21,0.0225564,3,3,5,0,0,2,130,153,2,5,0,3,22,0,21,0,29,66,0,24,0,130,153,2,5,0,3,22,0,21,0,29,66,0,24,0,61,0.469230769230769,0,"clean"
"GitHub","hazelcast-3.3",5,0.576779,1,6,2,0.405405,0.46875,30,30,2,1,1,14,13,1,1,12,22,0.1,0.0447761,3,3,1,9,0.0447761,3,3,5,0,0,2,64,74,2,4,0,2,10,0,9,0,17,35,0,12,0,64,74,2,4,0,2,10,0,9,0,17,35,0,12,0,29,0.453125,0,"clean"
"GitHub","hazelcast-3.3",3,0,0,0,0,0,0,0,0,1,1,1,10,12,6,41,15,23,0.25,0.0681818,3,3,1,3,0.0681818,3,2,2,4,6,1,41,50,2,4,2,2,8,0,3,0,10,18,0,5,0,41,50,2,4,2,2,8,0,3,0,10,18,0,5,0,12,0.292682926829268,0,"clean"
"GitHub","hazelcast-3.3",4,0,0,0,0,0,0,0,0,2,1,1,14,9,1,1,8,19,0.0909091,0.0508475,3,3,1,10,0.0508475,3,3,5,0,0,2,56,67,2,4,0,2,11,0,10,0,18,23,0,13,0,56,67,2,4,0,2,11,0,10,0,18,23,0,13,0,14,0.25,0,"clean"
"GitHub","hazelcast-3.3",1,0,0,0,0,0,0,0,0,1,0,0,5,9,1,1,8,13,0.166667,0.1,3,3,1,5,0.1,3,4,5,0,0,2,27,33,2,4,0,1,5,0,5,0,16,15,0,9,0,27,33,2,4,0,1,5,0,5,0,16,15,0,9,0,14,0.518518518518518,0,"clean"
"GitHub","hazelcast-3.3",2,0,0,0,0,0,0,0,0,2,1,1,7,7,4,4,2,8,0.2,0.0857143,3,3,1,4,0.0857143,3,1,2,2,2,2,32,39,2,1,2,1,6,0,4,1,7,11,0,5,1,32,39,2,1,2,1,6,0,4,1,7,11,0,5,1,4,0.125,0,"clean"
"GitHub","hazelcast-3.3",11,0,0,0,0,0,0,0,0,0,5,3,13,4,1,1,7,10,0.333333,0.0612245,3,3,1,2,0.0612245,3,0,0,0,0,0,46,52,2,2,2,2,3,0,2,0,3,31,0,2,0,46,52,2,2,2,2,3,0,2,0,3,31,0,2,0,50,1.08695652173913,0,"clean"
"GitHub","hazelcast-3.3",8,0,0,0,0,0,0,0,0,1,2,2,12,9,1,1,14,19,0,0,0,0,0,5,0,0,2,2,0,0,1,63,71,12,1,5,0,5,0,4,0,17,33,0,13,2,63,71,12,1,5,0,5,0,4,0,17,33,0,13,2,32,0.507936507936508,0,"clean"
"GitHub","hazelcast-3.3",5,0,0,0,0,0,0,0,0,1,2,2,8,7,3,7,11,15,0,0.025641,1,0,0,3,0.025641,1,0,0,0,0,0,38,44,0,1,0,1,4,0,2,0,4,20,0,2,0,38,44,0,1,0,1,4,0,2,0,4,20,0,2,0,16,0.421052631578947,0,"clean"
"GitHub","hazelcast-3.3",3,0,0,0,0,0,0,0,0,1,1,1,3,2,3,2,1,2,0.5,0.2,3,3,1,1,0.2,3,2,3,0,0,1,12,14,3,1,1,0,1,0,1,0,7,5,0,5,1,12,14,3,1,1,0,1,0,1,0,7,5,0,5,1,3,0.25,0,"clean"
"GitHub","hazelcast-3.3",3,0,0,0,0,0,0,0,0,1,1,1,5,2,5,5,1,4,0.25,0.269231,7,7,1,3,0.269231,7,2,3,0,0,1,19,23,3,1,1,0,3,0,3,0,9,8,0,7,1,19,23,3,1,1,0,3,0,3,0,9,8,0,7,1,7,0.368421052631579,0,"clean"
"GitHub","hazelcast-3.3",1,0,0,0,0,0,0,0,0,2,0,0,3,4,1,1,0,3,0.25,0.235294,4,4,1,3,0.235294,4,1,1,0,0,1,13,17,1,0,1,0,3,0,3,0,3,2,0,3,0,13,17,1,0,1,0,3,0,3,0,3,2,0,3,0,2,0.153846153846154,0,"clean"
"GitHub","hazelcast-3.3",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.5,0.2,4,3,1,1,0.2,4,0,0,0,0,0,16,18,0,0,0,0,1,0,1,1,1,7,0,1,1,16,18,0,0,0,0,1,0,1,1,1,7,0,1,1,0,0,0,"clean"
"GitHub","hazelcast-3.3",4,0,0,0,0,0,0,0,0,1,1,1,4,12,1,0,20,22,0,0,0,0,0,2,0,0,0,0,0,0,0,56,80,2,0,2,0,2,0,1,0,2,43,0,1,0,75,105,4,1,4,1,7,0,6,1,12,49,0,11,1,16,0.213333333333333,0,"clean"
"GitHub","hazelcast-3.3",17,0.0722611,1,4,2,0.0661479,0.0793651,34,30,16,2,2,20,29,0,0,56,72,0.235294,0.0494297,13,12,4,13,0.0332481,13,1,1,0,0,1,250,355,2,1,0,0,16,0,16,0,49,188,0,45,0,378,514,9,9,2,2,47,1,45,0,106,230,1,98,4,60,0.158730158730159,0,"clean"
"GitHub","hazelcast-3.3",21,0.71712,9,82,28,0.61794,0.62069,186,144,4,2,2,27,17,0,0,32,39,0,0.0136986,3,0,0,8,0.012766,3,1,1,0,0,1,216,281,2,1,0,0,7,0,7,0,40,178,0,36,0,232,301,3,1,1,0,11,0,10,0,44,180,0,39,0,90,0.387931034482759,0,"clean"
"GitHub","hazelcast-3.3",1,0.955882,1,3,3,0.864407,0.913043,51,42,3,0,0,3,2,0,0,4,7,0,0,0,0,0,4,0,0,0,0,0,0,0,46,59,0,0,0,0,3,0,3,0,3,33,0,3,0,46,59,0,0,0,0,3,0,3,0,3,33,0,3,0,18,0.391304347826087,0,"clean"
"GitHub","hazelcast-3.3",37,0.182755,3,19,5,0.156818,0.162393,69,57,2,1,1,59,12,0,0,27,50,0,0.0505618,18,0,0,24,0.0487805,18,0,0,0,0,0,338,427,11,0,11,0,23,0,23,0,23,287,0,23,0,351,440,11,0,11,0,26,0,26,0,26,293,0,26,0,369,1.05128205128205,0,"clean"
"GitHub","hazelcast-3.3",1,0.420601,1,2,2,0.350877,0.377358,20,20,2,0,0,3,8,0,0,12,15,0,0,0,0,0,4,0,0,1,1,0,0,1,42,46,2,1,0,0,3,0,3,0,36,25,0,32,0,53,57,2,1,0,0,6,0,6,0,44,28,0,40,0,4,0.0754716981132075,0,"clean"
"GitHub","hazelcast-3.3",4,0,0,0,0,0,0,0,0,3,1,1,8,12,0,0,19,24,0,0,0,0,0,5,0,0,1,1,0,0,1,73,101,2,1,0,0,5,0,4,0,38,49,0,33,0,102,134,2,1,0,0,12,0,11,0,45,56,0,40,0,16,0.156862745098039,0,"clean"
"GitHub","hazelcast-3.3",1,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,7,8,0,0,0,0,0,2,0,0,0,0,0,0,0,12,13,0,0,0,0,1,0,1,0,1,5,0,1,0,12,13,0,0,0,0,1,0,1,0,1,5,0,1,0,1,0.0833333333333333,0,"clean"
"GitHub","hazelcast-3.3",2,0,0,0,0,0,0,0,0,2,1,1,9,8,2,2,9,17,0,0.0701754,4,0,0,8,0.047619,4,1,1,0,0,1,53,79,4,2,2,1,8,0,7,0,41,20,0,36,0,80,110,5,2,3,1,13,0,12,0,46,32,0,41,0,10,0.125,0,"clean"
"GitHub","hazelcast-3.3",15,0.187316,2,4,2,0.203252,0.219298,25,25,1,7,3,10,5,2,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,61,67,6,0,6,0,1,6,1,0,1,34,6,1,0,114,123,9,1,9,1,6,9,6,0,6,64,9,6,0,47,0.412280701754386,0,"clean"
"GitHub","hazelcast-3.3",5,0.275862,1,8,4,0.274194,0.303448,51,44,1,1,1,20,7,0,0,18,34,0.0588235,0.0223881,3,3,1,16,0.0202703,3,0,0,0,0,0,131,171,4,3,4,3,16,0,16,0,16,66,0,16,0,145,186,4,3,4,3,18,0,18,0,18,68,0,18,0,2,0.0137931034482759,0,"clean"
"GitHub","hazelcast-3.3",1,0,0,0,0,0,0,0,0,1,0,0,19,6,0,0,18,37,0,0,0,0,0,20,0,0,0,0,0,0,0,167,222,5,3,5,3,19,0,19,1,19,100,0,19,1,183,240,6,3,6,3,22,0,21,1,22,103,0,21,1,5,0.0273224043715847,0,"clean"
"GitHub","hazelcast-3.3",2,0.382671,4,6,5,0.40107,0.398649,75,59,1,0,0,10,7,0,0,7,17,0.0909091,0.0283688,4,3,1,10,0.0263158,4,0,0,0,0,0,137,174,3,0,3,0,10,0,10,0,10,97,0,10,0,148,187,3,0,3,0,13,0,13,0,13,103,0,13,0,20,0.135135135135135,0,"clean"
"GitHub","hazelcast-3.3",2,0.5088,4,6,5,0.493421,0.5,75,59,1,0,0,9,7,0,0,7,16,0.1,0.036036,4,3,1,9,0.0327869,4,0,0,0,0,0,107,139,4,0,4,0,9,0,9,0,9,69,0,9,0,118,152,4,0,4,0,12,0,12,0,12,75,0,12,0,18,0.152542372881356,0,"clean"
"GitHub","hazelcast-3.3",1,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,4,7,0.333333,0.0882353,3,3,1,2,0.0882353,3,0,0,0,0,0,31,36,0,0,0,0,3,0,2,0,3,10,0,2,0,31,36,0,0,0,0,3,0,2,0,3,10,0,2,0,3,0.0967741935483871,0,"clean"
"GitHub","hazelcast-3.3",3,0,0,0,0,0,0,0,0,1,0,0,3,4,1,0,8,11,0.25,0.0967742,3,3,1,3,0.0731707,3,0,0,0,0,0,28,35,3,0,3,0,3,0,3,0,3,11,0,3,0,38,45,3,0,3,0,4,0,4,0,4,18,0,4,0,5,0.131578947368421,0,"clean"
"GitHub","hazelcast-3.3",1,0,0,0,0,0,0,0,0,1,0,0,15,12,2,0,19,34,0,0,0,0,0,16,0,0,0,0,0,0,0,133,169,5,0,5,0,15,0,15,0,15,71,0,15,0,158,194,5,0,5,0,23,0,23,0,23,80,0,23,0,31,0.19620253164557,0,"clean"
"GitHub","hazelcast-3.3",2,0,0,0,0,0,0,0,0,2,1,1,7,6,0,0,8,14,0,0,0,0,0,7,0,0,0,0,0,0,0,52,61,2,0,2,0,6,0,6,0,6,27,0,6,0,52,61,2,0,2,0,6,0,6,0,6,27,0,6,0,8,0.153846153846154,0,"clean"
"GitHub","hazelcast-3.3",11,0.190626,6,18,12,0.212168,0.231557,136,113,1,1,1,34,18,0,0,40,71,0.03125,0.0186667,7,5,1,31,0.0141414,7,0,0,0,0,0,368,497,5,0,5,0,31,0,31,0,31,243,0,31,0,488,641,5,0,5,0,66,0,66,0,66,282,0,66,0,150,0.307377049180328,0,"clean"
"GitHub","hazelcast-3.3",5,0,0,0,0,0,0,0,0,1,1,1,17,11,0,0,11,24,0,0,0,0,0,14,0,0,0,0,0,0,0,110,139,5,0,5,0,13,0,13,0,13,53,0,13,0,113,142,5,0,5,0,14,0,14,0,14,54,0,14,0,6,0.0530973451327434,0,"clean"
"GitHub","hazelcast-3.3",3,0,0,0,0,0,0,0,0,3,1,1,7,9,5,0,9,14,0,0,0,0,0,5,0,0,1,1,0,0,1,60,70,5,1,3,0,5,0,4,0,38,33,0,33,0,83,93,5,1,3,0,10,0,9,0,43,39,0,38,0,21,0.253012048192771,0,"clean"
"GitHub","hazelcast-3.3",1,0,0,0,0,0,0,0,0,1,0,0,5,3,5,14,0,5,0,0,0,0,0,6,0,0,1,1,0,0,1,18,26,2,0,2,0,5,1,5,0,5,4,1,5,0,18,26,2,0,2,0,5,1,5,0,5,4,1,5,0,4,0.222222222222222,0,"clean"
"GitHub","hazelcast-3.3",1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,4,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,10,13,1,0,1,0,2,0,2,0,2,3,0,2,0,10,13,1,0,1,0,2,0,2,0,2,3,0,2,0,2,0.2,0,"clean"
"GitHub","hazelcast-3.3",1,0,0,0,0,0,0,0,0,3,0,0,3,3,1,0,0,3,0,0,0,0,0,4,0,0,1,1,0,0,1,9,12,0,0,0,0,3,0,3,0,3,1,0,3,0,9,12,0,0,0,0,3,0,3,0,3,1,0,3,0,0,0,0,"clean"
"GitHub","hazelcast-3.3",1,0,0,0,0,0,0,0,0,3,0,0,4,7,1,0,3,7,0,0,0,0,0,5,0,0,1,2,0,0,2,14,21,1,0,1,0,4,0,4,1,4,2,0,4,1,14,21,1,0,1,0,4,0,4,1,4,2,0,4,1,1,0.0714285714285714,0,"clean"
"GitHub","hazelcast-3.3",1,0,0,0,0,0,0,0,0,1,0,0,9,9,1,2,5,14,0.1,0.119048,5,5,1,9,0.119048,5,1,3,0,0,3,37,50,3,2,3,2,9,2,9,2,9,12,2,9,2,37,50,3,2,3,2,9,2,9,2,9,12,2,9,2,8,0.216216216216216,0,"clean"
"GitHub","hazelcast-3.3",1,0,0,0,0,0,0,0,0,1,0,0,9,9,1,3,5,14,0.1,0.102564,4,4,1,9,0.102564,4,1,3,0,0,3,35,48,3,2,3,2,9,2,9,2,9,11,2,9,2,35,48,3,2,3,2,9,2,9,2,9,11,2,9,2,8,0.228571428571429,0,"clean"
"GitHub","hazelcast-3.3",1,0,0,0,0,0,0,0,0,1,0,0,8,8,3,22,5,13,0,0,0,0,0,9,0,0,1,2,0,0,2,29,41,2,1,2,1,8,1,8,2,8,9,1,8,2,29,41,2,1,2,1,8,1,8,2,8,9,1,8,2,6,0.206896551724138,0,"clean"
"GitHub","hazelcast-3.3",1,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,"clean"
"GitHub","hazelcast-3.3",1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,"clean"
"GitHub","hazelcast-3.3",2,0,0,0,0,0,0,0,0,1,1,1,2,3,2,0,0,1,0.5,0.25,3,3,1,1,0.25,3,1,1,0,0,1,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,9,12,1,0,1,0,1,1,1,0,1,3,1,1,0,1,0.111111111111111,0,"clean"
"GitHub","hazelcast-3.3",3,0,0,0,0,0,0,0,0,8,1,1,12,5,2,0,0,10,0.0909091,0.142857,7,3,1,10,0.142857,7,1,2,0,0,2,42,55,1,2,1,2,10,1,10,0,10,9,1,10,0,42,55,1,2,1,2,10,1,10,0,10,9,1,10,0,4,0.0952380952380952,0,"clean"
